timestamp,route_id,delay_seconds
2023-01-01,DEL7,38.35
2023-01-01,DEL7,62.95
2023-01-01,DEL7,78.21
2023-01-01,DEL7,55.49
2023-01-01,DEL7,68.14
2023-01-01,DEL7,82.95
2023-01-01,DEL7,91.59
2023-01-01,DEL7,45.81
2023-01-01,DEL7,53.65
2023-01-01,DEL7,47.09
2023-01-01,DEL7,45.85
2023-01-01,DEL7,62.57
2023-01-01,DEL7,48.54
2023-01-01,DEL7,48.29
2023-01-01,DEL7,40.58
2023-01-01,DEL7,41.12
2023-01-01,DEL7,70.12
2023-01-01,DEL7,60.19
2023-01-01,DEL7,91.25
2023-01-01,DEL7,47.64
2023-01-01,DEL7,47.27
2023-01-01,DEL7,59.75
2023-01-01,DEL7,58.08
2023-01-01,DEL7,37.93
2023-01-01,DEL7,78.59
2023-01-01,DEL7,58.85
2023-01-01,DEL7,85.59
2023-01-01,DEL7,69.78
2023-01-01,DEL7,58.0
2023-01-01,DEL7,74.86
2023-01-01,DEL7,59.09
2023-01-01,DEL7,62.75
2023-01-01,DEL7,58.45
2023-01-01,DEL7,31.22
2023-01-01,DEL7,90.55
2023-01-01,DEL8,24.51
2023-01-01,DEL8,60.94
2023-01-01,DEL8,57.31
2023-01-01,DEL8,80.27
2023-01-01,DEL8,63.72
2023-01-01,DEL8,45.87
2023-01-01,DEL8,80.87
2023-01-01,DEL8,95.77
2023-01-01,DEL8,69.28
2023-01-01,DEL8,28.34
2023-01-01,DEL8,21.58
2023-01-01,DEL8,75.77
2023-01-01,DEL8,61.69
2023-01-01,DEL8,56.21
2023-01-01,DEL8,59.04
2023-01-01,DEL8,58.0
2023-01-01,DEL8,65.37
2023-01-01,DEL8,78.9
2023-01-01,DEL8,80.98
2023-01-01,DEL8,84.37
2023-01-01,DEL8,42.81
2023-01-01,DEL8,79.52
2023-01-01,DEL8,16.66
2023-01-01,DEL8,99.77
2023-01-01,DEL8,55.01
2023-01-01,DEL8,61.3
2023-01-01,DEL8,47.6
2023-01-01,DEL8,67.48
2023-01-01,DEL8,82.4
2023-01-01,DEL8,64.69
2023-01-01,DEL8,40.9
2023-01-01,DEL8,57.4
2023-01-01,DEL8,70.56
2023-01-01,DEL8,44.06
2023-01-01,DEL8,29.45
2023-01-01,DEL8,35.84
2023-01-01,DEL8,17.52
2023-01-01,DEL8,39.41
2023-01-01,DEL8,47.37
2023-01-01,DEL8,75.99
2023-01-01,DEL8,49.99
2023-01-02,DEL1,30.15
2023-01-02,DEL1,5.0
2023-01-02,DEL1,5.0
2023-01-02,DEL1,36.55
2023-01-02,DEL1,5.42
2023-01-02,DEL1,43.75
2023-01-02,DEL1,30.87
2023-01-02,DEL1,5.0
2023-01-02,DEL1,17.92
2023-01-02,DEL1,5.0
2023-01-02,DEL1,34.08
2023-01-02,DEL1,72.83
2023-01-02,DEL1,39.93
2023-01-02,DEL1,20.82
2023-01-02,DEL1,5.96
2023-01-02,DEL1,15.24
2023-01-02,DEL1,18.28
2023-01-02,DEL1,11.72
2023-01-02,DEL1,12.42
2023-01-02,DEL1,24.3
2023-01-02,DEL1,37.99
2023-01-02,DEL1,42.37
2023-01-02,DEL1,13.73
2023-01-02,DEL1,38.45
2023-01-02,DEL1,31.65
2023-01-02,DEL1,19.0
2023-01-02,DEL1,23.21
2023-01-02,DEL1,8.9
2023-01-02,DEL1,5.0
2023-01-02,DEL1,34.08
2023-01-02,DEL2,48.84
2023-01-02,DEL2,5.0
2023-01-02,DEL2,8.96
2023-01-02,DEL2,29.86
2023-01-02,DEL2,5.0
2023-01-02,DEL2,27.78
2023-01-02,DEL2,37.24
2023-01-02,DEL2,54.96
2023-01-02,DEL2,5.0
2023-01-02,DEL2,61.57
2023-01-02,DEL2,55.79
2023-01-02,DEL2,6.17
2023-01-02,DEL2,16.6
2023-01-02,DEL2,22.25
2023-01-02,DEL2,50.36
2023-01-02,DEL2,58.78
2023-01-02,DEL2,37.26
2023-01-02,DEL2,5.0
2023-01-02,DEL2,26.1
2023-01-02,DEL2,29.62
2023-01-02,DEL2,37.0
2023-01-02,DEL2,70.5
2023-01-02,DEL2,16.97
2023-01-02,DEL2,24.15
2023-01-02,DEL2,5.0
2023-01-02,DEL2,7.7
2023-01-02,DEL2,5.0
2023-01-02,DEL2,39.47
2023-01-02,DEL2,5.0
2023-01-02,DEL2,31.61
2023-01-02,DEL2,18.8
2023-01-02,DEL3,50.93
2023-01-02,DEL3,38.84
2023-01-02,DEL3,10.95
2023-01-02,DEL3,11.03
2023-01-02,DEL3,5.0
2023-01-02,DEL3,13.16
2023-01-02,DEL3,13.01
2023-01-02,DEL3,17.17
2023-01-02,DEL3,36.77
2023-01-02,DEL3,58.03
2023-01-02,DEL3,49.26
2023-01-02,DEL3,17.07
2023-01-02,DEL3,18.66
2023-01-02,DEL3,5.0
2023-01-02,DEL3,5.0
2023-01-02,DEL3,5.0
2023-01-02,DEL3,35.66
2023-01-02,DEL3,12.06
2023-01-02,DEL3,43.53
2023-01-02,DEL3,25.04
2023-01-02,DEL3,25.0
2023-01-02,DEL3,17.37
2023-01-02,DEL3,63.23
2023-01-02,DEL3,5.0
2023-01-02,DEL3,58.0
2023-01-02,DEL3,5.0
2023-01-02,DEL3,20.61
2023-01-02,DEL3,24.35
2023-01-02,DEL3,30.42
2023-01-02,DEL3,18.95
2023-01-02,DEL3,40.52
2023-01-02,DEL3,56.45
2023-01-02,DEL3,5.0
2023-01-02,DEL4,5.0
2023-01-02,DEL4,42.26
2023-01-02,DEL4,34.8
2023-01-02,DEL4,10.12
2023-01-02,DEL4,5.0
2023-01-02,DEL4,26.72
2023-01-02,DEL4,22.5
2023-01-02,DEL4,24.68
2023-01-02,DEL4,38.27
2023-01-02,DEL4,17.74
2023-01-02,DEL4,32.32
2023-01-02,DEL4,27.98
2023-01-02,DEL4,14.33
2023-01-02,DEL4,20.71
2023-01-02,DEL4,5.0
2023-01-02,DEL4,5.0
2023-01-02,DEL4,21.55
2023-01-02,DEL4,32.11
2023-01-02,DEL4,27.64
2023-01-02,DEL4,34.74
2023-01-02,DEL4,36.77
2023-01-02,DEL4,9.44
2023-01-02,DEL4,32.7
2023-01-02,DEL4,38.62
2023-01-02,DEL4,28.7
2023-01-02,DEL4,50.69
2023-01-02,DEL4,26.63
2023-01-02,DEL4,9.51
2023-01-02,DEL4,5.0
2023-01-02,DEL4,5.0
2023-01-02,DEL4,38.22
2023-01-02,DEL4,10.06
2023-01-02,DEL4,5.0
2023-01-02,DEL4,14.07
2023-01-02,DEL4,27.82
2023-01-02,DEL4,17.93
2023-01-02,DEL4,52.47
2023-01-02,DEL4,48.16
2023-01-02,DEL4,12.65
2023-01-02,DEL4,14.6
2023-01-02,DEL4,39.92
2023-01-02,DEL4,44.9
2023-01-02,DEL4,43.25
2023-01-02,DEL4,5.0
2023-01-02,DEL4,5.0
2023-01-02,DEL4,33.02
2023-01-02,DEL4,5.0
2023-01-02,DEL4,17.83
2023-01-02,DEL4,39.39
2023-01-02,DEL4,41.95
2023-01-02,DEL5,16.61
2023-01-02,DEL5,18.87
2023-01-02,DEL5,5.0
2023-01-02,DEL5,36.57
2023-01-02,DEL5,5.0
2023-01-02,DEL5,22.13
2023-01-02,DEL5,64.04
2023-01-02,DEL5,5.0
2023-01-02,DEL5,31.74
2023-01-02,DEL5,24.78
2023-01-02,DEL5,5.0
2023-01-02,DEL5,23.69
2023-01-02,DEL5,24.87
2023-01-02,DEL5,5.0
2023-01-02,DEL5,43.1
2023-01-02,DEL5,33.65
2023-01-02,DEL5,46.22
2023-01-02,DEL5,21.3
2023-01-02,DEL5,28.46
2023-01-02,DEL5,5.0
2023-01-02,DEL5,5.57
2023-01-02,DEL5,13.25
2023-01-02,DEL5,12.89
2023-01-02,DEL5,58.33
2023-01-02,DEL5,19.76
2023-01-02,DEL5,5.0
2023-01-02,DEL5,19.66
2023-01-02,DEL5,17.81
2023-01-02,DEL5,5.0
2023-01-02,DEL5,31.39
2023-01-02,DEL5,40.04
2023-01-02,DEL5,5.0
2023-01-02,DEL5,39.41
2023-01-02,DEL5,51.32
2023-01-02,DEL5,13.37
2023-01-02,DEL5,60.08
2023-01-02,DEL5,5.0
2023-01-02,DEL5,5.0
2023-01-02,DEL5,5.0
2023-01-02,DEL5,26.18
2023-01-02,DEL5,13.19
2023-01-02,DEL5,13.86
2023-01-02,DEL5,15.87
2023-01-02,DEL6,5.0
2023-01-02,DEL6,32.1
2023-01-02,DEL6,47.4
2023-01-02,DEL6,5.0
2023-01-02,DEL6,50.67
2023-01-02,DEL6,30.15
2023-01-02,DEL6,42.57
2023-01-02,DEL6,17.12
2023-01-02,DEL6,24.96
2023-01-02,DEL6,5.0
2023-01-02,DEL6,5.0
2023-01-02,DEL6,29.48
2023-01-02,DEL6,5.0
2023-01-02,DEL6,14.54
2023-01-02,DEL6,5.0
2023-01-02,DEL6,11.1
2023-01-02,DEL6,32.72
2023-01-02,DEL6,59.44
2023-01-02,DEL6,43.43
2023-01-02,DEL6,43.96
2023-01-02,DEL6,12.7
2023-01-02,DEL6,30.12
2023-01-02,DEL6,5.0
2023-01-02,DEL6,17.02
2023-01-02,DEL6,25.53
2023-01-02,DEL6,50.52
2023-01-02,DEL6,5.0
2023-01-02,DEL6,46.24
2023-01-02,DEL6,9.67
2023-01-02,DEL6,42.91
2023-01-02,DEL6,5.0
2023-01-02,DEL7,16.34
2023-01-02,DEL7,22.93
2023-01-02,DEL7,35.75
2023-01-02,DEL7,5.0
2023-01-02,DEL7,20.17
2023-01-02,DEL7,5.0
2023-01-02,DEL7,30.2
2023-01-02,DEL7,5.0
2023-01-02,DEL7,5.0
2023-01-02,DEL7,29.52
2023-01-02,DEL7,10.5
2023-01-02,DEL7,33.57
2023-01-02,DEL7,17.78
2023-01-02,DEL7,42.1
2023-01-02,DEL7,5.17
2023-01-02,DEL7,20.21
2023-01-02,DEL7,48.21
2023-01-02,DEL7,7.58
2023-01-02,DEL7,57.67
2023-01-02,DEL7,30.01
2023-01-02,DEL7,18.1
2023-01-02,DEL7,19.59
2023-01-02,DEL7,10.77
2023-01-02,DEL7,33.57
2023-01-02,DEL7,30.65
2023-01-02,DEL7,38.96
2023-01-02,DEL7,75.67
2023-01-02,DEL7,5.0
2023-01-02,DEL7,43.73
2023-01-02,DEL7,18.27
2023-01-02,DEL7,5.0
2023-01-02,DEL7,46.38
2023-01-02,DEL7,23.89
2023-01-02,DEL7,23.31
2023-01-02,DEL7,18.63
2023-01-02,DEL7,27.22
2023-01-02,DEL7,11.88
2023-01-02,DEL8,17.91
2023-01-02,DEL8,22.96
2023-01-02,DEL8,17.09
2023-01-02,DEL8,38.03
2023-01-02,DEL8,5.0
2023-01-02,DEL8,17.8
2023-01-02,DEL8,5.0
2023-01-02,DEL8,16.6
2023-01-02,DEL8,56.23
2023-01-02,DEL8,26.27
2023-01-02,DEL8,21.51
2023-01-02,DEL8,15.44
2023-01-02,DEL8,32.78
2023-01-02,DEL8,28.68
2023-01-02,DEL8,5.0
2023-01-02,DEL8,5.0
2023-01-02,DEL8,10.95
2023-01-02,DEL8,27.19
2023-01-02,DEL8,21.7
2023-01-02,DEL8,65.5
2023-01-02,DEL8,30.82
2023-01-02,DEL8,21.22
2023-01-02,DEL8,11.26
2023-01-02,DEL8,18.1
2023-01-02,DEL8,21.16
2023-01-02,DEL8,21.61
2023-01-02,DEL8,5.0
2023-01-02,DEL8,5.0
2023-01-02,DEL8,5.0
2023-01-02,DEL8,39.19
2023-01-02,DEL8,24.09
2023-01-02,DEL8,59.43
2023-01-02,DEL8,5.0
2023-01-02,DEL8,5.0
2023-01-02,DEL8,5.0
2023-01-02,DEL8,7.71
2023-01-02,DEL8,25.23
2023-01-02,DEL8,20.62
2023-01-02,DEL8,28.41
2023-01-02,DEL8,45.33
2023-01-03,DEL1,33.01
2023-01-03,DEL1,54.85
2023-01-03,DEL1,107.65
2023-01-03,DEL1,32.61
2023-01-03,DEL1,77.14
2023-01-03,DEL1,41.24
2023-01-03,DEL1,64.61
2023-01-03,DEL1,31.97
2023-01-03,DEL1,58.89
2023-01-03,DEL1,28.74
2023-01-03,DEL1,32.24
2023-01-03,DEL1,29.4
2023-01-03,DEL1,26.64
2023-01-03,DEL1,27.99
2023-01-03,DEL1,60.02
2023-01-03,DEL1,46.16
2023-01-03,DEL1,73.3
2023-01-03,DEL1,102.61
2023-01-03,DEL1,29.67
2023-01-03,DEL1,48.29
2023-01-03,DEL1,49.83
2023-01-03,DEL1,66.95
2023-01-03,DEL1,30.93
2023-01-03,DEL1,25.84
2023-01-03,DEL1,55.36
2023-01-03,DEL1,46.46
2023-01-03,DEL1,65.21
2023-01-03,DEL1,25.42
2023-01-03,DEL1,15.69
2023-01-03,DEL1,49.27
2023-01-03,DEL1,68.8
2023-01-03,DEL1,103.56
2023-01-03,DEL1,50.2
2023-01-03,DEL1,31.21
2023-01-03,DEL1,44.0
2023-01-03,DEL1,69.89
2023-01-03,DEL1,5.0
2023-01-03,DEL1,35.95
2023-01-03,DEL1,30.78
2023-01-03,DEL1,74.0
2023-01-03,DEL2,40.22
2023-01-03,DEL2,37.12
2023-01-03,DEL2,59.75
2023-01-03,DEL2,34.71
2023-01-03,DEL2,69.63
2023-01-03,DEL2,22.89
2023-01-03,DEL2,28.24
2023-01-03,DEL2,10.11
2023-01-03,DEL2,51.67
2023-01-03,DEL2,31.11
2023-01-03,DEL2,24.26
2023-01-03,DEL2,75.44
2023-01-03,DEL2,46.22
2023-01-03,DEL2,37.55
2023-01-03,DEL2,18.67
2023-01-03,DEL2,40.42
2023-01-03,DEL2,23.65
2023-01-03,DEL2,55.22
2023-01-03,DEL2,13.01
2023-01-03,DEL2,47.16
2023-01-03,DEL2,18.27
2023-01-03,DEL2,40.92
2023-01-03,DEL2,62.68
2023-01-03,DEL2,39.36
2023-01-03,DEL2,44.12
2023-01-03,DEL2,5.0
2023-01-03,DEL2,50.66
2023-01-03,DEL2,56.97
2023-01-03,DEL2,87.07
2023-01-03,DEL2,58.31
2023-01-03,DEL2,5.0
2023-01-03,DEL2,67.37
2023-01-03,DEL3,26.3
2023-01-03,DEL3,16.28
2023-01-03,DEL3,5.0
2023-01-03,DEL3,93.97
2023-01-03,DEL3,31.01
2023-01-03,DEL3,56.82
2023-01-03,DEL3,21.59
2023-01-03,DEL3,13.98
2023-01-03,DEL3,20.27
2023-01-03,DEL3,36.99
2023-01-03,DEL3,79.88
2023-01-03,DEL3,59.86
2023-01-03,DEL3,59.0
2023-01-03,DEL3,6.89
2023-01-03,DEL3,45.33
2023-01-03,DEL3,37.93
2023-01-03,DEL3,68.51
2023-01-03,DEL3,46.76
2023-01-03,DEL3,43.33
2023-01-03,DEL3,49.99
2023-01-03,DEL3,60.08
2023-01-03,DEL3,41.32
2023-01-03,DEL3,45.45
2023-01-03,DEL3,34.06
2023-01-03,DEL3,39.89
2023-01-03,DEL3,14.51
2023-01-03,DEL3,63.88
2023-01-03,DEL3,46.83
2023-01-03,DEL3,44.08
2023-01-03,DEL3,41.62
2023-01-03,DEL3,69.27
2023-01-03,DEL3,33.33
2023-01-03,DEL3,32.83
2023-01-03,DEL3,64.59
2023-01-03,DEL3,26.79
2023-01-03,DEL3,69.98
2023-01-03,DEL3,30.77
2023-01-03,DEL3,19.16
2023-01-03,DEL3,62.83
2023-01-03,DEL3,12.0
2023-01-03,DEL3,45.97
2023-01-03,DEL3,34.34
2023-01-03,DEL3,30.21
2023-01-03,DEL3,52.79
2023-01-03,DEL3,76.18
2023-01-03,DEL4,45.28
2023-01-03,DEL4,56.44
2023-01-03,DEL4,20.13
2023-01-03,DEL4,35.48
2023-01-03,DEL4,28.56
2023-01-03,DEL4,55.84
2023-01-03,DEL4,74.07
2023-01-03,DEL4,39.73
2023-01-03,DEL4,29.26
2023-01-03,DEL4,44.33
2023-01-03,DEL4,15.07
2023-01-03,DEL4,42.14
2023-01-03,DEL4,44.57
2023-01-03,DEL4,14.07
2023-01-03,DEL4,42.73
2023-01-03,DEL4,43.7
2023-01-03,DEL4,51.01
2023-01-03,DEL4,42.15
2023-01-03,DEL4,21.09
2023-01-03,DEL4,55.02
2023-01-03,DEL4,44.31
2023-01-03,DEL4,23.08
2023-01-03,DEL4,62.88
2023-01-03,DEL4,25.63
2023-01-03,DEL4,68.82
2023-01-03,DEL4,80.52
2023-01-03,DEL4,63.08
2023-01-03,DEL4,16.02
2023-01-03,DEL4,24.51
2023-01-03,DEL4,59.14
2023-01-03,DEL4,53.58
2023-01-03,DEL4,29.37
2023-01-03,DEL4,24.7
2023-01-03,DEL4,32.67
2023-01-03,DEL4,21.32
2023-01-03,DEL4,61.56
2023-01-03,DEL4,65.76
2023-01-03,DEL4,41.51
2023-01-03,DEL4,27.03
2023-01-03,DEL4,21.15
2023-01-03,DEL4,43.63
2023-01-03,DEL4,57.84
2023-01-03,DEL4,69.08
2023-01-03,DEL4,20.5
2023-01-03,DEL4,40.78
2023-01-03,DEL4,10.37
2023-01-03,DEL4,43.74
2023-01-03,DEL4,19.39
2023-01-03,DEL5,31.57
2023-01-03,DEL5,77.64
2023-01-03,DEL5,76.38
2023-01-03,DEL5,9.29
2023-01-03,DEL5,5.0
2023-01-03,DEL5,50.76
2023-01-03,DEL5,32.78
2023-01-03,DEL5,30.96
2023-01-03,DEL5,8.19
2023-01-03,DEL5,52.38
2023-01-03,DEL5,37.46
2023-01-03,DEL5,42.17
2023-01-03,DEL5,34.17
2023-01-03,DEL5,59.5
2023-01-03,DEL5,17.7
2023-01-03,DEL5,22.29
2023-01-03,DEL5,16.87
2023-01-03,DEL5,48.08
2023-01-03,DEL5,12.26
2023-01-03,DEL5,23.16
2023-01-03,DEL5,26.81
2023-01-03,DEL5,16.44
2023-01-03,DEL5,12.26
2023-01-03,DEL5,32.88
2023-01-03,DEL5,46.74
2023-01-03,DEL5,35.65
2023-01-03,DEL5,73.57
2023-01-03,DEL5,29.78
2023-01-03,DEL5,52.97
2023-01-03,DEL5,55.1
2023-01-03,DEL5,57.53
2023-01-03,DEL5,25.83
2023-01-03,DEL5,27.14
2023-01-03,DEL5,22.55
2023-01-03,DEL6,5.0
2023-01-03,DEL6,25.05
2023-01-03,DEL6,48.59
2023-01-03,DEL6,35.03
2023-01-03,DEL6,57.9
2023-01-03,DEL6,30.12
2023-01-03,DEL6,37.08
2023-01-03,DEL6,67.52
2023-01-03,DEL6,78.18
2023-01-03,DEL6,22.28
2023-01-03,DEL6,77.24
2023-01-03,DEL6,30.68
2023-01-03,DEL6,37.5
2023-01-03,DEL6,18.9
2023-01-03,DEL6,94.27
2023-01-03,DEL6,79.13
2023-01-03,DEL6,39.57
2023-01-03,DEL6,59.03
2023-01-03,DEL6,64.55
2023-01-03,DEL6,21.37
2023-01-03,DEL6,34.19
2023-01-03,DEL6,33.66
2023-01-03,DEL6,64.98
2023-01-03,DEL6,46.92
2023-01-03,DEL6,64.82
2023-01-03,DEL6,14.1
2023-01-03,DEL6,62.34
2023-01-03,DEL6,14.46
2023-01-03,DEL6,45.86
2023-01-03,DEL6,42.12
2023-01-03,DEL6,42.26
2023-01-03,DEL6,32.39
2023-01-03,DEL6,44.53
2023-01-03,DEL6,79.4
2023-01-03,DEL6,44.04
2023-01-03,DEL6,44.71
2023-01-03,DEL6,18.17
2023-01-03,DEL6,39.67
2023-01-03,DEL6,33.28
2023-01-03,DEL7,31.55
2023-01-03,DEL7,31.5
2023-01-03,DEL7,5.19
2023-01-03,DEL7,42.89
2023-01-03,DEL7,57.16
2023-01-03,DEL7,34.5
2023-01-03,DEL7,35.72
2023-01-03,DEL7,62.96
2023-01-03,DEL7,28.13
2023-01-03,DEL7,23.34
2023-01-03,DEL7,61.07
2023-01-03,DEL7,50.37
2023-01-03,DEL7,31.01
2023-01-03,DEL7,61.58
2023-01-03,DEL7,55.97
2023-01-03,DEL7,43.3
2023-01-03,DEL7,51.9
2023-01-03,DEL7,66.88
2023-01-03,DEL7,60.2
2023-01-03,DEL7,49.92
2023-01-03,DEL7,47.97
2023-01-03,DEL7,49.79
2023-01-03,DEL7,82.88
2023-01-03,DEL7,25.16
