date,city,avg_delay_minutes,avg_temp,humidity,weather_condition
2023-01-05,Bangalore,1.274406092,22.34025523,66.30443694,Moderate Rain
2023-01-05,Bangalore,0.806189943,22.34025523,66.30443694,Moderate Rain
2023-01-05,Bangalore,1.282308321,22.34025523,66.30443694,Moderate Rain
2023-01-05,Bangalore,0.954142434,22.34025523,66.30443694,Moderate Rain
2023-01-05,Chennai,0.850938121,30.78357193,62.48628998,Moderate Rain
2023-01-05,Chennai,0.761601606,30.78357193,62.48628998,Moderate Rain
2023-01-05,Chennai,0.9755181,30.78357193,62.48628998,Moderate Rain
2023-01-05,Chennai,0.962948556,30.78357193,62.48628998,Moderate Rain
2023-01-05,Chennai,1.10019156,30.78357193,62.48628998,Moderate Rain
2023-01-05,Delhi,0.485829326,26.66120178,72.61942455,Moderate Rain
2023-01-05,Delhi,0.582474434,26.66120178,72.61942455,Moderate Rain
2023-01-05,Delhi,0.503577441,26.66120178,72.61942455,Moderate Rain
2023-01-05,Delhi,0.521929871,26.66120178,72.61942455,Moderate Rain
2023-01-05,Delhi,0.415078431,26.66120178,72.61942455,Moderate Rain
2023-01-05,Kolkata,0.505595966,28.64517463,65.9302436,Moderate Rain
2023-01-05,Kolkata,0.511286073,28.64517463,65.9302436,Moderate Rain
2023-01-05,Kolkata,0.636800655,28.64517463,65.9302436,Moderate Rain
2023-01-05,Kolkata,0.665720087,28.64517463,65.9302436,Moderate Rain
2023-01-05,Kolkata,0.436420017,28.64517463,65.9302436,Moderate Rain
2023-01-05,Mumbai,0.633848027,24.86673675,48.87670302,Moderate Rain
2023-01-05,Mumbai,0.524010264,24.86673675,48.87670302,Moderate Rain
2023-01-05,Mumbai,0.41103245,24.86673675,48.87670302,Moderate Rain
2023-01-05,Mumbai,0.501373878,24.86673675,48.87670302,Moderate Rain
2023-01-05,Mumbai,0.37798967,24.86673675,48.87670302,Moderate Rain
2023-01-06,Bangalore,0.89480487,31.34735606,60.43275874,Moderate Rain
2023-01-06,Bangalore,0.965501513,31.34735606,60.43275874,Moderate Rain
2023-01-06,Bangalore,1.060533245,31.34735606,60.43275874,Moderate Rain
2023-01-06,Bangalore,0.912695768,31.34735606,60.43275874,Moderate Rain
2023-01-06,Bangalore,1.055081977,31.34735606,60.43275874,Moderate Rain
2023-01-06,Chennai,1.297813432,24.16609183,65.76255946,Light Rain
2023-01-06,Chennai,1.100125116,24.16609183,65.76255946,Light Rain
2023-01-06,Chennai,1.049611374,24.16609183,65.76255946,Light Rain
2023-01-06,Chennai,1.141490211,24.16609183,65.76255946,Light Rain
2023-01-06,Chennai,1.085000111,24.16609183,65.76255946,Light Rain
2023-01-06,Delhi,0.552057054,29.68147644,58.77047117,Moderate Rain
2023-01-06,Delhi,0.438925843,29.68147644,58.77047117,Moderate Rain
2023-01-06,Delhi,0.395920047,29.68147644,58.77047117,Moderate Rain
2023-01-06,Delhi,0.582565217,29.68147644,58.77047117,Moderate Rain
2023-01-06,Delhi,0.463371882,29.68147644,58.77047117,Moderate Rain
2023-01-06,Kolkata,0.553565464,30.67109419,73.86241426,Moderate Rain
2023-01-06,Kolkata,0.56745848,30.67109419,73.86241426,Moderate Rain
2023-01-06,Kolkata,0.587786561,30.67109419,73.86241426,Moderate Rain
2023-01-06,Kolkata,0.437142239,30.67109419,73.86241426,Moderate Rain
2023-01-06,Kolkata,0.571524726,30.67109419,73.86241426,Moderate Rain
2023-01-06,Mumbai,0.483768535,28.25641144,53.86436662,Clear
2023-01-06,Mumbai,0.439138687,28.25641144,53.86436662,Clear
2023-01-06,Mumbai,0.530579287,28.25641144,53.86436662,Clear
2023-01-06,Mumbai,0.600181647,28.25641144,53.86436662,Clear
2023-01-06,Mumbai,0.551541359,28.25641144,53.86436662,Clear
2023-01-07,Bangalore,1.145607744,33.43942241,59.59041966,Moderate Rain
2023-01-07,Bangalore,0.864569553,33.43942241,59.59041966,Moderate Rain
2023-01-07,Bangalore,0.946458798,33.43942241,59.59041966,Moderate Rain
2023-01-07,Bangalore,1.173693212,33.43942241,59.59041966,Moderate Rain
2023-01-07,Bangalore,0.9826843,33.43942241,59.59041966,Moderate Rain
2023-01-07,Chennai,0.976019819,25.17905944,51.15776133,Light Rain
2023-01-07,Chennai,0.899976765,25.17905944,51.15776133,Light Rain
2023-01-07,Chennai,0.911262159,25.17905944,51.15776133,Light Rain
2023-01-07,Chennai,0.748977749,25.17905944,51.15776133,Light Rain
2023-01-07,Chennai,1.255655276,25.17905944,51.15776133,Light Rain
2023-01-07,Delhi,0.37540017,26.43223148,65.5880923,Light Rain
2023-01-07,Delhi,0.598472664,26.43223148,65.5880923,Light Rain
2023-01-07,Delhi,0.474083778,26.43223148,65.5880923,Light Rain
2023-01-07,Delhi,0.438709529,26.43223148,65.5880923,Light Rain
2023-01-07,Delhi,0.539365375,26.43223148,65.5880923,Light Rain
2023-01-07,Kolkata,0.428041502,32.41284655,70.72150688,Moderate Rain
2023-01-07,Kolkata,0.48159526,32.41284655,70.72150688,Moderate Rain
2023-01-07,Kolkata,0.35343187,32.41284655,70.72150688,Moderate Rain
2023-01-07,Kolkata,0.401734087,32.41284655,70.72150688,Moderate Rain
2023-01-07,Kolkata,0.467539852,32.41284655,70.72150688,Moderate Rain
2023-01-07,Mumbai,0.442482889,27.74986575,46.39719773,Light Rain
2023-01-07,Mumbai,0.496406852,27.74986575,46.39719773,Light Rain
2023-01-07,Mumbai,0.447469615,27.74986575,46.39719773,Light Rain
2023-01-07,Mumbai,0.56320899,27.74986575,46.39719773,Light Rain
2023-01-07,Mumbai,0.517913724,27.74986575,46.39719773,Light Rain
2023-01-08,Bangalore,0.975181636,23.98712504,48.9198437,Light Rain
2023-01-08,Bangalore,0.962976216,23.98712504,48.9198437,Light Rain
2023-01-08,Bangalore,1.035595294,23.98712504,48.9198437,Light Rain
2023-01-08,Bangalore,1.033181323,23.98712504,48.9198437,Light Rain
2023-01-08,Bangalore,1.081766934,23.98712504,48.9198437,Light Rain
2023-01-08,Chennai,1.046716424,22.29818516,59.41149501,Moderate Rain
2023-01-08,Chennai,1.038849013,22.29818516,59.41149501,Moderate Rain
2023-01-08,Chennai,1.061470578,22.29818516,59.41149501,Moderate Rain
2023-01-08,Chennai,1.053012505,22.29818516,59.41149501,Moderate Rain
2023-01-08,Chennai,0.956547045,22.29818516,59.41149501,Moderate Rain
2023-01-08,Delhi,0.54233116,26.031896,49.98609064,Moderate Rain
2023-01-08,Delhi,0.511405357,26.031896,49.98609064,Moderate Rain
2023-01-08,Delhi,0.452862417,26.031896,49.98609064,Moderate Rain
2023-01-08,Delhi,0.512530787,26.031896,49.98609064,Moderate Rain
2023-01-08,Delhi,0.37770378,26.031896,49.98609064,Moderate Rain
2023-01-08,Kolkata,0.463595793,30.47620189,74.60381451,Light Rain
2023-01-08,Kolkata,0.466034589,30.47620189,74.60381451,Light Rain
2023-01-08,Kolkata,0.544571448,30.47620189,74.60381451,Light Rain
2023-01-08,Kolkata,0.509666651,30.47620189,74.60381451,Light Rain
2023-01-08,Kolkata,0.531364895,30.47620189,74.60381451,Light Rain
2023-01-08,Mumbai,0.428402139,27.1939384,73.78123525,Light Rain
2023-01-08,Mumbai,0.471547673,27.1939384,73.78123525,Light Rain
2023-01-08,Mumbai,0.610440101,27.1939384,73.78123525,Light Rain
2023-01-08,Mumbai,0.577545334,27.1939384,73.78123525,Light Rain
2023-01-08,Mumbai,0.483753928,27.1939384,73.78123525,Light Rain
2023-01-09,Bangalore,1.10356581,28.9765386,65.84419537,Clear
2023-01-09,Bangalore,0.693113329,28.9765386,65.84419537,Clear
2023-01-09,Bangalore,1.081890091,28.9765386,65.84419537,Clear
2023-01-09,Bangalore,1.04227706,28.9765386,65.84419537,Clear
2023-01-09,Bangalore,1.059030599,28.9765386,65.84419537,Clear
2023-01-09,Chennai,0.940670325,23.07354482,69.13991969,Light Rain
2023-01-09,Chennai,1.066510104,23.07354482,69.13991969,Light Rain
2023-01-09,Chennai,1.029276889,23.07354482,69.13991969,Light Rain
2023-01-09,Chennai,1.098025905,23.07354482,69.13991969,Light Rain
2023-01-09,Chennai,0.857953722,23.07354482,69.13991969,Light Rain
2023-01-09,Delhi,0.463441882,21.20394087,63.22477126,Light Rain
2023-01-09,Delhi,0.442232182,21.20394087,63.22477126,Light Rain
2023-01-09,Delhi,0.484690643,21.20394087,63.22477126,Light Rain
2023-01-09,Delhi,0.565220823,21.20394087,63.22477126,Light Rain
2023-01-09,Delhi,0.479039061,21.20394087,63.22477126,Light Rain
2023-01-09,Kolkata,0.661619912,24.19393924,56.91649953,Moderate Rain
2023-01-09,Kolkata,0.426890868,24.19393924,56.91649953,Moderate Rain
2023-01-09,Kolkata,0.546717912,24.19393924,56.91649953,Moderate Rain
2023-01-09,Kolkata,0.469813552,24.19393924,56.91649953,Moderate Rain
2023-01-09,Kolkata,0.443930448,24.19393924,56.91649953,Moderate Rain
2023-01-09,Mumbai,0.501715139,32.1272531,51.73236995,Light Rain
2023-01-09,Mumbai,0.538746102,32.1272531,51.73236995,Light Rain
2023-01-09,Mumbai,0.440453062,32.1272531,51.73236995,Light Rain
2023-01-09,Mumbai,0.522008817,32.1272531,51.73236995,Light Rain
2023-01-09,Mumbai,0.45926531,32.1272531,51.73236995,Light Rain
2023-01-10,Bangalore,1.257509026,30.97159037,55.47096569,Light Rain
2023-01-10,Bangalore,1.18633905,30.97159037,55.47096569,Light Rain
2023-01-10,Bangalore,1.051552966,30.97159037,55.47096569,Light Rain
2023-01-10,Bangalore,1.27551386,30.97159037,55.47096569,Light Rain
2023-01-10,Bangalore,0.588250012,30.97159037,55.47096569,Light Rain
2023-01-10,Chennai,0.87888516,25.5961378,54.8636385,Moderate Rain
2023-01-10,Chennai,0.988388207,25.5961378,54.8636385,Moderate Rain
2023-01-10,Chennai,0.965640543,25.5961378,54.8636385,Moderate Rain
2023-01-10,Chennai,0.985390047,25.5961378,54.8636385,Moderate Rain
2023-01-10,Chennai,1.084441441,25.5961378,54.8636385,Moderate Rain
2023-01-10,Delhi,0.434185944,32.31155514,52.52284285,Moderate Rain
2023-01-10,Delhi,0.450630514,32.31155514,52.52284285,Moderate Rain
2023-01-10,Delhi,0.508418453,32.31155514,52.52284285,Moderate Rain
2023-01-10,Delhi,0.410843872,32.31155514,52.52284285,Moderate Rain
2023-01-10,Delhi,0.400448143,32.31155514,52.52284285,Moderate Rain
2023-01-10,Kolkata,0.507817674,31.17515758,48.08429061,Moderate Rain
2023-01-10,Kolkata,0.556275153,31.17515758,48.08429061,Moderate Rain
2023-01-10,Kolkata,0.462731437,31.17515758,48.08429061,Moderate Rain
2023-01-10,Kolkata,0.558800196,31.17515758,48.08429061,Moderate Rain
2023-01-10,Kolkata,0.487219966,31.17515758,48.08429061,Moderate Rain
2023-01-10,Mumbai,0.511421766,24.87351592,59.43109651,Light Rain
2023-01-10,Mumbai,0.28533374,24.87351592,59.43109651,Light Rain
2023-01-10,Mumbai,0.443435217,24.87351592,59.43109651,Light Rain
2023-01-10,Mumbai,0.478210492,24.87351592,59.43109651,Light Rain
2023-01-10,Mumbai,0.529030545,24.87351592,59.43109651,Light Rain
2023-01-11,Bangalore,0.881911083,25.72395816,46.7523009,Moderate Rain
2023-01-11,Bangalore,0.900789234,25.72395816,46.7523009,Moderate Rain
2023-01-11,Bangalore,1.168189885,25.72395816,46.7523009,Moderate Rain
2023-01-11,Bangalore,0.790516923,25.72395816,46.7523009,Moderate Rain
2023-01-11,Bangalore,1.135640525,25.72395816,46.7523009,Moderate Rain
2023-01-11,Chennai,0.945704075,26.77595873,57.83618669,Light Rain
2023-01-11,Chennai,0.7989376,26.77595873,57.83618669,Light Rain
2023-01-11,Chennai,0.94816536,26.77595873,57.83618669,Light Rain
2023-01-11,Chennai,1.049311843,26.77595873,57.83618669,Light Rain
2023-01-11,Chennai,1.279978915,26.77595873,57.83618669,Light Rain
2023-01-11,Delhi,0.441733953,26.12832496,69.75679684,Light Rain
2023-01-11,Delhi,0.453051777,26.12832496,69.75679684,Light Rain
2023-01-11,Delhi,0.578922012,26.12832496,69.75679684,Light Rain
2023-01-11,Delhi,0.407731748,26.12832496,69.75679684,Light Rain
2023-01-11,Delhi,0.599210573,26.12832496,69.75679684,Light Rain
2023-01-11,Kolkata,0.481602638,28.31124109,62.0730658,Moderate Rain
2023-01-11,Kolkata,0.497977782,28.31124109,62.0730658,Moderate Rain
2023-01-11,Kolkata,0.499915367,28.31124109,62.0730658,Moderate Rain
2023-01-11,Kolkata,0.444238001,28.31124109,62.0730658,Moderate Rain
2023-01-11,Kolkata,0.49675153,28.31124109,62.0730658,Moderate Rain
2023-01-11,Mumbai,0.542304011,31.99251853,43.64023327,Moderate Rain
2023-01-11,Mumbai,0.592592105,31.99251853,43.64023327,Moderate Rain
2023-01-11,Mumbai,0.529749757,31.99251853,43.64023327,Moderate Rain
2023-01-11,Mumbai,0.592462373,31.99251853,43.64023327,Moderate Rain
2023-01-11,Mumbai,0.486581197,31.99251853,43.64023327,Moderate Rain
2023-01-12,Bangalore,1.016972451,33.03783941,42.59211808,Clear
2023-01-12,Bangalore,0.98811436,33.03783941,42.59211808,Clear
2023-01-12,Bangalore,1.120210662,33.03783941,42.59211808,Clear
2023-01-12,Bangalore,1.094972194,33.03783941,42.59211808,Clear
2023-01-12,Bangalore,1.036569318,33.03783941,42.59211808,Clear
2023-01-12,Chennai,1.023311602,24.17410056,44.64042191,Moderate Rain
2023-01-12,Chennai,0.937071189,24.17410056,44.64042191,Moderate Rain
2023-01-12,Chennai,1.073667133,24.17410056,44.64042191,Moderate Rain
2023-01-12,Chennai,1.12314496,24.17410056,44.64042191,Moderate Rain
2023-01-12,Chennai,0.968973598,24.17410056,44.64042191,Moderate Rain
2023-01-12,Delhi,0.476449673,30.70272356,64.76156707,Clear
2023-01-12,Delhi,0.515054122,30.70272356,64.76156707,Clear
2023-01-12,Delhi,0.476587794,30.70272356,64.76156707,Clear
2023-01-12,Delhi,0.538087515,30.70272356,64.76156707,Clear
2023-01-12,Delhi,0.577960388,30.70272356,64.76156707,Clear
2023-01-12,Kolkata,0.544685912,29.0005063,61.81132004,Moderate Rain
2023-01-12,Kolkata,0.48586064,29.0005063,61.81132004,Moderate Rain
2023-01-12,Kolkata,0.451139462,29.0005063,61.81132004,Moderate Rain
2023-01-12,Kolkata,0.523185053,29.0005063,61.81132004,Moderate Rain
2023-01-12,Kolkata,0.457460513,29.0005063,61.81132004,Moderate Rain
2023-01-12,Mumbai,0.419687339,31.1153947,45.28211222,Clear
2023-01-12,Mumbai,0.555669101,31.1153947,45.28211222,Clear
2023-01-12,Mumbai,0.615164754,31.1153947,45.28211222,Clear
2023-01-12,Mumbai,0.379964142,31.1153947,45.28211222,Clear
2023-01-12,Mumbai,0.643185121,31.1153947,45.28211222,Clear
2023-01-13,Bangalore,0.89346633,28.32454869,57.09693261,Clear
2023-01-13,Bangalore,0.902709561,28.32454869,57.09693261,Clear
2023-01-13,Bangalore,1.218551832,28.32454869,57.09693261,Clear
2023-01-13,Bangalore,0.998164647,28.32454869,57.09693261,Clear
2023-01-13,Bangalore,0.94181894,28.32454869,57.09693261,Clear
2023-01-13,Chennai,1.142889893,30.54831215,44.38084487,Moderate Rain
2023-01-13,Chennai,0.90851832,30.54831215,44.38084487,Moderate Rain
2023-01-13,Chennai,1.165310917,30.54831215,44.38084487,Moderate Rain
2023-01-13,Chennai,0.692440662,30.54831215,44.38084487,Moderate Rain
2023-01-13,Chennai,0.911454768,30.54831215,44.38084487,Moderate Rain
2023-01-13,Delhi,0.542949859,28.11845612,52.9267806,Light Rain
2023-01-13,Delhi,0.42815218,28.11845612,52.9267806,Light Rain
2023-01-13,Delhi,0.442447631,28.11845612,52.9267806,Light Rain
2023-01-13,Delhi,0.486937715,28.11845612,52.9267806,Light Rain
2023-01-13,Delhi,0.490888109,28.11845612,52.9267806,Light Rain
2023-01-13,Kolkata,0.566354113,27.47090982,56.79654339,Light Rain
2023-01-13,Kolkata,0.461166536,27.47090982,56.79654339,Light Rain
2023-01-13,Kolkata,0.599628646,27.47090982,56.79654339,Light Rain
2023-01-13,Kolkata,0.465768876,27.47090982,56.79654339,Light Rain
2023-01-13,Kolkata,0.465403544,27.47090982,56.79654339,Light Rain
2023-01-13,Mumbai,0.528468767,27.55686161,67.84877464,Light Rain
2023-01-13,Mumbai,0.560829515,27.55686161,67.84877464,Light Rain
2023-01-13,Mumbai,0.483924187,27.55686161,67.84877464,Light Rain
2023-01-13,Mumbai,0.354660962,27.55686161,67.84877464,Light Rain
2023-01-13,Mumbai,0.540914142,27.55686161,67.84877464,Light Rain
2023-01-14,Bangalore,0.959987549,26.40266219,59.21261312,Moderate Rain
2023-01-14,Bangalore,1.116859603,26.40266219,59.21261312,Moderate Rain
2023-01-14,Bangalore,1.262332993,26.40266219,59.21261312,Moderate Rain
2023-01-14,Bangalore,0.795319381,26.40266219,59.21261312,Moderate Rain
2023-01-14,Bangalore,0.87899825,26.40266219,59.21261312,Moderate Rain
2023-01-14,Chennai,0.959938954,26.20749816,48.75168012,Light Rain
2023-01-14,Chennai,0.93946572,26.20749816,48.75168012,Light Rain
2023-01-14,Chennai,0.915683703,26.20749816,48.75168012,Light Rain
2023-01-14,Chennai,0.992000211,26.20749816,48.75168012,Light Rain
2023-01-14,Chennai,0.960155963,26.20749816,48.75168012,Light Rain
2023-01-14,Delhi,0.639746375,26.60406362,44.44417952,Moderate Rain
2023-01-14,Delhi,0.42402434,26.60406362,44.44417952,Moderate Rain
2023-01-14,Delhi,0.408064304,26.60406362,44.44417952,Moderate Rain
2023-01-14,Delhi,0.551504619,26.60406362,44.44417952,Moderate Rain
2023-01-14,Delhi,0.546536228,26.60406362,44.44417952,Moderate Rain
2023-01-14,Kolkata,0.478287616,29.32964381,47.96830744,Light Rain
2023-01-14,Kolkata,0.532656968,29.32964381,47.96830744,Light Rain
2023-01-14,Kolkata,0.584605737,29.32964381,47.96830744,Light Rain
2023-01-14,Kolkata,0.541186036,29.32964381,47.96830744,Light Rain
2023-01-14,Kolkata,0.519286726,29.32964381,47.96830744,Light Rain
2023-01-14,Mumbai,0.596873701,31.16436223,62.81744465,Light Rain
2023-01-14,Mumbai,0.505433305,31.16436223,62.81744465,Light Rain
2023-01-14,Mumbai,0.483991592,31.16436223,62.81744465,Light Rain
2023-01-14,Mumbai,0.526274566,31.16436223,62.81744465,Light Rain
2023-01-14,Mumbai,0.615275163,31.16436223,62.81744465,Light Rain
2023-01-15,Bangalore,0.902091855,27.39409492,47.59174458,Light Rain
2023-01-15,Bangalore,1.020227101,27.39409492,47.59174458,Light Rain
2023-01-15,Bangalore,0.98985766,27.39409492,47.59174458,Light Rain
2023-01-15,Bangalore,0.889547841,27.39409492,47.59174458,Light Rain
2023-01-15,Bangalore,1.038528149,27.39409492,47.59174458,Light Rain
2023-01-15,Chennai,1.201536466,23.69518924,48.99357195,Moderate Rain
2023-01-15,Chennai,1.256366108,23.69518924,48.99357195,Moderate Rain
2023-01-15,Chennai,0.661153235,23.69518924,48.99357195,Moderate Rain
2023-01-15,Chennai,0.772706218,23.69518924,48.99357195,Moderate Rain
2023-01-15,Chennai,0.795278699,23.69518924,48.99357195,Moderate Rain
2023-01-15,Delhi,0.588730346,28.78240793,54.21435485,Moderate Rain
2023-01-15,Delhi,0.474266275,28.78240793,54.21435485,Moderate Rain
2023-01-15,Delhi,0.41055445,28.78240793,54.21435485,Moderate Rain
2023-01-15,Delhi,0.502029536,28.78240793,54.21435485,Moderate Rain
2023-01-15,Delhi,0.541674183,28.78240793,54.21435485,Moderate Rain
2023-01-15,Kolkata,0.490103441,30.61572922,66.49741811,Moderate Rain
2023-01-15,Kolkata,0.479504779,30.61572922,66.49741811,Moderate Rain
2023-01-15,Kolkata,0.440099616,30.61572922,66.49741811,Moderate Rain
2023-01-15,Kolkata,0.50812052,30.61572922,66.49741811,Moderate Rain
2023-01-15,Kolkata,0.618779102,30.61572922,66.49741811,Moderate Rain
2023-01-15,Mumbai,0.510669334,25.89496103,43.96318136,Light Rain
2023-01-15,Mumbai,0.353952418,25.89496103,43.96318136,Light Rain
2023-01-15,Mumbai,0.537864562,25.89496103,43.96318136,Light Rain
2023-01-15,Mumbai,0.574713815,25.89496103,43.96318136,Light Rain
